Date,SO2 µg/m3,Nox µg/m3,RSPM µg/m3,SPM,CO2 µg/m3,AQI,Location
28/11/2017,27,54,129.0,,,119.0,Karve Road
29/11/2017,28,53,135.0,,,123.0,Karve Road
30/11/2017,28,53,158.0,,,139.0,Karve Road
2017-01-12 00:00:00,27,51,141.0,,,127.0,Karve Road
2017-02-12 00:00:00,27,49,143.0,,,129.0,Karve Road
2017-03-12 00:00:00,26,46,129.0,,,119.0,Karve Road
2017-04-12 00:00:00,25,46,107.0,,,105.0,Karve Road
2017-05-12 00:00:00,28,45,67.0,,,67.0,Karve Road
2017-06-12 00:00:00,28,45,36.0,,,56.0,Karve Road
2017-07-12 00:00:00,27,45,46.0,,,56.0,Karve Road
2017-08-12 00:00:00,28,49,104.0,,,103.0,Karve Road
2017-09-12 00:00:00,27,49,128.0,,,119.0,Karve Road
2017-10-12 00:00:00,25,45,121.0,,,114.0,Karve Road
2017-11-12 00:00:00,26,44,94.0,,,94.0,Karve Road
2017-12-12 00:00:00,26,46,82.0,,,82.0,Karve Road
13/12/2017,25,43,75.0,,,75.0,Karve Road
14/12/2017,27,46,78.0,,,78.0,Karve Road
15/12/2017,26,46,98.0,,,98.0,Karve Road
16/12/2017,29,50,120.0,,,113.0,Karve Road
17/12/2017,28,49,143.0,,,129.0,Karve Road
18/12/2017,26,49,120.0,,,113.0,Karve Road
19/12/2017,31,55,128.0,,,119.0,Karve Road
20/12/2017,31,58,145.0,,,130.0,Karve Road
21/12/2017,31,57,126.0,,,117.0,Karve Road
22/12/2017,30,55,133.0,,,122.0,Karve Road
23/12/2017,27,51,144.0,,,129.0,Karve Road
24/12/2017,25,46,113.0,,,109.0,Karve Road
25/12/2017,25,46,105.0,,,103.0,Karve Road
2015-01-01 00:00:00,12,68,70.0,124.0,,85.0,Nal Stop
2015-04-01 00:00:00,18,65,124.0,230.0,,116.0,Nal Stop
2015-08-01 00:00:00,22,102,118.0,227.0,,122.0,Nal Stop
2015-12-01 00:00:00,32,110,165.0,346.0,,143.0,Nal Stop
15/01/2015,29,98,229.0,418.0,,186.0,Nal Stop
19/01/2015,26,116,111.0,238.0,,136.0,Nal Stop
22/01/2015,23,85,102.0,256.0,,105.0,Nal Stop
29/01/2015,17,130,99.0,256.0,,150.0,Nal Stop
2015-02-02 00:00:00,16,87,93.0,270.0,,107.0,Nal Stop
2015-05-02 00:00:00,48,88,95.0,277.0,,108.0,Nal Stop
2015-09-02 00:00:00,51,90,153.0,316.0,,135.0,Nal Stop
2015-12-02 00:00:00,36,67,95.0,210.0,,95.0,Nal Stop
16/02/2015,28,60,112.0,229.0,,108.0,Nal Stop
19/02/2015,19,51,97.0,420.0,,97.0,Nal Stop
23/02/2015,22,42,106.0,306.0,,104.0,Nal Stop
26/02/2015,17,39,107.0,179.0,,105.0,Nal Stop
2015-02-03 00:00:00,15,59,73.0,169.0,,74.0,Nal Stop
2015-05-03 00:00:00,19,35,127.0,222.0,,118.0,Nal Stop
2015-09-03 00:00:00,17,53,96.0,247.0,,96.0,Nal Stop
2015-12-03 00:00:00,21,52,82.0,208.0,,82.0,Nal Stop
16/03/2015,23,50,72.0,142.0,,72.0,Nal Stop
19/03/2015,21,39,138.0,326.0,,125.0,Nal Stop
23/03/2015,22,61,106.0,236.0,,104.0,Nal Stop
26/03/2015,22,39,115.0,235.0,,110.0,Nal Stop
30/03/2015,23,63,66.0,279.0,,79.0,Nal Stop
2015-06-04 00:00:00,9,78,155.0,503.0,,137.0,Nal Stop
2015-09-04 00:00:00,12,55,104.0,250.0,,103.0,Nal Stop
13/04/2015,10,71,85.0,233.0,,89.0,Nal Stop
16/04/2015,18,70,123.0,300.0,,115.0,Nal Stop
21/04/2015,8,43,65.0,240.0,,65.0,Nal Stop
23/04/2015,9,76,53.0,140.0,,95.0,Nal Stop
27/04/2015,16,62,48.0,177.0,,78.0,Nal Stop
30/04/2015,34,35,80.0,196.0,,80.0,Nal Stop
2015-07-05 00:00:00,29,38,57.0,162.0,,57.0,Nal Stop
2015-11-05 00:00:00,21,69,73.0,317.0,,86.0,Nal Stop
14/05/2015,16,71,58.0,157.0,,89.0,Nal Stop
18/05/2015,14,63,81.0,235.0,,81.0,Nal Stop
21/05/2015,20,35,45.0,164.0,,45.0,Nal Stop
25/05/2015,14,29,52.0,192.0,,52.0,Nal Stop
28/05/2015,11,46,51.0,180.0,,58.0,Nal Stop
2015-01-06 00:00:00,15,49,62.0,198.0,,62.0,Nal Stop
2015-04-06 00:00:00,12,38,53.0,200.0,,53.0,Nal Stop
2015-08-06 00:00:00,16,54,76.0,183.0,,76.0,Nal Stop
2015-11-06 00:00:00,12,52,25.0,66.0,,65.0,Nal Stop
15/06/2015,12,64,42.0,122.0,,80.0,Nal Stop
18/06/2015,18,48,33.0,84.0,,60.0,Nal Stop
25/06/2015,18,56,126.0,260.0,,117.0,Nal Stop
29/06/2015,17,67,43.0,167.0,,84.0,Nal Stop
2015-02-07 00:00:00,14,46,44.0,181.0,,58.0,Nal Stop
2015-06-07 00:00:00,16,42,73.0,242.0,,73.0,Nal Stop
2015-09-07 00:00:00,17,49,48.0,156.0,,61.0,Nal Stop
13/07/2015,18,49,77.0,177.0,,77.0,Nal Stop
16/07/2015,10,47,42.0,87.0,,59.0,Nal Stop
20/07/2015,68,42,35.0,100.0,,85.0,Nal Stop
23/07/2015,13,41,43.0,118.0,,51.0,Nal Stop
27/07/2015,10,59,108.0,225.0,,105.0,Nal Stop
30/07/2015,14,43,33.0,60.0,,54.0,Nal Stop
2015-03-08 00:00:00,13,26,53.0,121.0,,53.0,Nal Stop
2015-06-08 00:00:00,17,47,80.0,185.0,,80.0,Nal Stop
2015-10-08 00:00:00,14,62,42.0,190.0,,78.0,Nal Stop
13/08/2015,15,41,39.0,117.0,,51.0,Nal Stop
17/08/2015,12,48,74.0,204.0,,74.0,Nal Stop
24/08/2015,20,45,60.0,234.0,,60.0,Nal Stop
31/08/2015,31,43,26.0,69.0,,54.0,Nal Stop
2015-03-09 00:00:00,23,38,95.0,203.0,,95.0,Nal Stop
2015-07-09 00:00:00,32,62,84.0,197.0,,84.0,Nal Stop
2015-10-09 00:00:00,20,72,31.0,45.0,,90.0,Nal Stop
14/09/2015,21,57,50.0,124.0,,71.0,Nal Stop
21/09/2015,15,50,40.0,77.0,,63.0,Nal Stop
24/09/2015,12,41,41.0,104.0,,51.0,Nal Stop
28/09/2015,15,43,56.0,114.0,,56.0,Nal Stop
2015-01-10 00:00:00,17,49,72.0,121.0,,72.0,Nal Stop
2015-05-10 00:00:00,22,66,76.0,162.0,,83.0,Nal Stop
2015-08-10 00:00:00,23,67,104.0,199.0,,103.0,Nal Stop
2015-12-10 00:00:00,19,49,61.0,163.0,,61.0,Nal Stop
15/10/2015,19,61,143.0,432.0,,129.0,Nal Stop
19/10/2015,19,68,76.0,143.0,,85.0,Nal Stop
26/10/2015,24,78,51.0,134.0,,98.0,Nal Stop
29/10/2015,20,47,37.0,182.0,,59.0,Nal Stop
2015-02-11 00:00:00,21,46,68.0,175.0,,68.0,Nal Stop
2015-05-11 00:00:00,22,50,97.0,159.0,,97.0,Nal Stop
2015-10-11 00:00:00,21,56,135.0,223.0,,123.0,Nal Stop
2015-11-11 00:00:00,74,57,257.0,380.0,,207.0,Nal Stop
2015-12-11 00:00:00,25,52,150.0,290.0,,133.0,Nal Stop
23/11/2015,17,47,54.0,142.0,,59.0,Nal Stop
26/11/2015,27,63,109.0,160.0,,106.0,Nal Stop
30/11/2015,38,126,116.0,223.0,,146.0,Nal Stop
2015-03-12 00:00:00,23,55,86.0,198.0,,86.0,Nal Stop
2015-07-12 00:00:00,19,76,126.0,236.0,,117.0,Nal Stop
2015-10-12 00:00:00,19,91,125.0,322.0,,117.0,Nal Stop
14/12/2015,31,64,113.0,253.0,,109.0,Nal Stop
17/12/2015,29,82,112.0,222.0,,108.0,Nal Stop
24/12/2015,27,95,146.0,247.0,,131.0,Nal Stop
26/12/2015,26,97,143.0,237.0,,129.0,Nal Stop
28/12/2015,48,119,165.0,279.0,,143.0,Nal Stop
31/12/2015,32,109,148.0,301.0,,132.0,Nal Stop
2016-04-01 00:00:00,28,96,126.0,304.0,,117.0,Nal Stop
2016-07-01 00:00:00,24,133,129.0,256.0,,153.0,Nal Stop
2016-11-01 00:00:00,23,68,140.0,322.0,,127.0,Nal Stop
14/01/2016,25,66,136.0,316.0,,124.0,Nal Stop
18/01/2016,34,46,71.0,322.0,,71.0,Nal Stop
21/01/2016,18,65,96.0,257.0,,96.0,Nal Stop
25/01/2016,24,78,78.0,213.0,,98.0,Nal Stop
28/01/2016,14,109,136.0,277.0,,129.0,Nal Stop
2016-01-02 00:00:00,26,142,117.0,262.0,,162.0,Nal Stop
2016-04-02 00:00:00,23,86,117.0,259.0,,111.0,Nal Stop
2016-08-02 00:00:00,23,84,109.0,216.0,,106.0,Nal Stop
2016-11-02 00:00:00,33,56,117.0,332.0,,111.0,Nal Stop
15/02/2016,19,68,125.0,310.0,,117.0,Nal Stop
18/02/2016,30,96,108.0,404.0,,116.0,Nal Stop
22/02/2016,22,86,138.0,471.0,,125.0,Nal Stop
25/02/2016,17,113,153.0,330.0,,135.0,Nal Stop
29/02/2016,23,91,120.0,351.0,,113.0,Nal Stop
2016-03-03 00:00:00,26,75,97.0,249.0,,97.0,Nal Stop
2016-07-03 00:00:00,46,51,94.0,228.0,,94.0,Nal Stop
2016-10-03 00:00:00,36,81,80.0,225.0,,101.0,Nal Stop
14/03/2016,10,66,90.0,240.0,,90.0,Nal Stop
17/03/2016,14,59,102.0,256.0,,101.0,Nal Stop
21/03/2016,16,62,162.0,396.0,,141.0,Nal Stop
24/03/2016,25,58,99.0,237.0,,99.0,Nal Stop
27/03/2016,16,60,86.0,282.0,,86.0,Nal Stop
31/03/2016,25,48,84.0,211.0,,84.0,Nal Stop
2016-04-04 00:00:00,20,57,78.0,174.0,,78.0,Nal Stop
2016-07-04 00:00:00,16,66,81.0,210.0,,83.0,Nal Stop
2016-11-04 00:00:00,28,52,88.0,260.0,,88.0,Nal Stop
18/04/2016,28,56,74.0,249.0,,74.0,Nal Stop
21/04/2016,12,35,90.0,267.0,,90.0,Nal Stop
25/04/2016,21,56,102.0,258.0,,101.0,Nal Stop
28/04/2016,23,67,230.0,619.0,,187.0,Nal Stop
2016-02-05 00:00:00,28,42,84.0,262.0,,84.0,Nal Stop
2016-05-05 00:00:00,30,56,41.0,221.0,,70.0,Nal Stop
2016-09-05 00:00:00,16,52,98.0,370.0,,98.0,Nal Stop
2016-12-05 00:00:00,22,37,62.0,192.0,,62.0,Nal Stop
16/05/2016,24,38,65.0,199.0,,65.0,Nal Stop
22/05/2016,14,45,81.0,236.0,,81.0,Nal Stop
24/05/2016,27,23,56.0,220.0,,56.0,Nal Stop
26/05/2016,16,56,60.0,210.0,,70.0,Nal Stop
30/05/2016,10,68,94.0,285.0,,94.0,Nal Stop
2016-02-06 00:00:00,11,46,60.0,208.0,,60.0,Nal Stop
2016-06-06 00:00:00,21,16,76.0,298.0,,76.0,Nal Stop
2016-09-06 00:00:00,12,55,70.0,222.0,,70.0,Nal Stop
13/06/2016,11,64,117.0,294.0,,111.0,Nal Stop
16/06/2016,16,94,69.0,195.0,,114.0,Nal Stop
20/06/2016,12,127,97.0,207.0,,147.0,Nal Stop
23/06/2016,13,71,40.0,119.0,,89.0,Nal Stop
27/06/2016,15,254,55.0,169.0,,274.0,Nal Stop
30/06/2016,16,270,61.0,119.0,,290.0,Nal Stop
2016-04-07 00:00:00,32,119,51.0,96.0,,139.0,Nal Stop
2016-07-07 00:00:00,18,125,62.0,94.0,,145.0,Nal Stop
2016-11-07 00:00:00,18,117,37.0,58.0,,137.0,Nal Stop
14/07/2016,33,101,102.0,181.0,,121.0,Nal Stop
18/07/2016,34,108,109.0,143.0,,128.0,Nal Stop
21/07/2016,24,63,106.0,235.0,,104.0,Nal Stop
25/07/2016,23,46,28.0,51.0,,58.0,Nal Stop
28/07/2016,18,44,31.0,65.0,,55.0,Nal Stop
2016-01-08 00:00:00,14,50,59.0,110.0,,63.0,Nal Stop
2016-12-09 00:00:00,35,67,117.0,193.0,,111.0,Nal Stop
15/09/2016,14,69,29.0,76.0,,86.0,Nal Stop
19/09/2016,17,87,51.0,158.0,,107.0,Nal Stop
22/09/2016,31,24,47.0,123.0,,47.0,Nal Stop
26/09/2016,31,21,66.0,119.0,,66.0,Nal Stop
29/09/2016,22,24,71.0,133.0,,71.0,Nal Stop
2016-03-10 00:00:00,31,48,49.0,155.0,,60.0,Nal Stop
2016-06-10 00:00:00,40,45,52.0,175.0,,56.0,Nal Stop
2016-10-10 00:00:00,40,56,68.0,160.0,,70.0,Nal Stop
13/10/2016,36,57,72.0,207.0,,72.0,Nal Stop
17/10/2016,36,52,167.0,291.0,,145.0,Nal Stop
24/10/2016,25,60,74.0,157.0,,75.0,Nal Stop
28/10/2016,25,66,120.0,400.0,,113.0,Nal Stop
29/10/2016,27,82,100.0,197.0,,102.0,Nal Stop
30/10/2016,22,68,279.0,321.0,,229.0,Nal Stop
31/10/2016,20,90,199.0,285.0,,166.0,Nal Stop
14/11/2016,35,35,133.0,261.0,,122.0,Nal Stop
17/11/2016,40,90,76.0,200.0,,110.0,Nal Stop
21/11/2016,33,69,126.0,225.0,,117.0,Nal Stop
24/11/2016,25,98,164.0,308.0,,143.0,Nal Stop
28/11/2016,41,90,188.0,337.0,,159.0,Nal Stop
2016-01-12 00:00:00,33,127,187.0,265.0,,158.0,Nal Stop
2016-05-12 00:00:00,26,127,133.0,219.0,,147.0,Nal Stop
2016-08-12 00:00:00,31,99,149.0,281.0,,133.0,Nal Stop
2016-12-12 00:00:00,34,114,164.0,269.0,,143.0,Nal Stop
15/12/2016,27,123,134.0,191.0,,143.0,Nal Stop
19/12/2016,29,91,147.0,355.0,,131.0,Nal Stop
22/12/2016,45,94,144.0,302.0,,129.0,Nal Stop
26/12/2016,19,90,141.0,292.0,,127.0,Nal Stop
29/12/2016,25,101,178.0,328.0,,152.0,Nal Stop
2017-02-01 00:00:00,14,106,142.0,276.0,,128.0,Nal Stop
2017-05-01 00:00:00,15,78,164.0,300.0,,143.0,Nal Stop
2017-09-01 00:00:00,19,90,114.0,239.0,,110.0,Nal Stop
2017-12-01 00:00:00,16,131,273.0,585.0,,223.0,Nal Stop
16/01/2017,11,105,139.0,254.0,,126.0,Nal Stop
19/01/2017,34,96,158.0,320.0,,139.0,Nal Stop
23/01/2017,15,101,146.0,317.0,,131.0,Nal Stop
2017-02-02 00:00:00,19,97,149.0,337.0,,133.0,Nal Stop
2017-06-02 00:00:00,12,102,109.0,234.0,,122.0,Nal Stop
2017-09-02 00:00:00,17,91,121.0,261.0,,114.0,Nal Stop
13/02/2017,23,67,149.0,312.0,,133.0,Nal Stop
16/02/2017,19,57,174.0,327.0,,149.0,Nal Stop
20/02/2017,34,47,132.0,316.0,,121.0,Nal Stop
23/02/2017,18,78,123.0,261.0,,115.0,Nal Stop
27/02/2017,21,98,147.0,331.0,,131.0,Nal Stop
2017-07-03 00:00:00,18,80,101.0,253.0,,101.0,Nal Stop
2017-09-03 00:00:00,15,52,71.0,249.0,,71.0,Nal Stop
15/03/2017,20,90,90.0,228.0,,110.0,Nal Stop
20/03/2017,19,44,102.0,271.0,,101.0,Nal Stop
23/03/2017,18,83,111.0,229.0,,107.0,Nal Stop
27/03/2017,17,84,127.0,300.0,,118.0,Nal Stop
30/03/2017,29,88,138.0,297.0,,125.0,Nal Stop
2017-06-04 00:00:00,15,48,107.0,327.0,,105.0,Nal Stop
2017-08-04 00:00:00,25,46,113.0,524.0,,109.0,Nal Stop
2017-10-04 00:00:00,34,68,155.0,398.0,,137.0,Nal Stop
13/04/2017,21,69,116.0,312.0,,111.0,Nal Stop
17/04/2017,23,46,155.0,371.0,,137.0,Nal Stop
20/04/2017,14,45,123.0,397.0,,115.0,Nal Stop
24/04/2017,12,35,91.0,225.0,,91.0,Nal Stop
27/04/2017,21,53,78.0,150.0,,78.0,Nal Stop
2017-04-05 00:00:00,32,57,88.0,208.0,,88.0,Nal Stop
2017-08-05 00:00:00,14,67,136.0,302.0,,124.0,Nal Stop
2017-11-05 00:00:00,16,40,94.0,216.0,,94.0,Nal Stop
15/05/2017,25,57,85.0,288.0,,85.0,Nal Stop
18/05/2017,29,66,105.0,193.0,,103.0,Nal Stop
22/05/2017,31,54,71.0,202.0,,71.0,Nal Stop
25/05/2017,28,52,90.0,275.0,,90.0,Nal Stop
29/05/2017,28,60,62.0,241.0,,75.0,Nal Stop
2017-01-06 00:00:00,27,57,59.0,130.0,,71.0,Nal Stop
2017-04-06 00:00:00,33,65,77.0,162.0,,81.0,Nal Stop
2017-08-06 00:00:00,24,62,56.0,292.0,,78.0,Nal Stop
13/06/2017,19,73,72.0,250.0,,91.0,Nal Stop
15/06/2017,20,69,64.0,158.0,,86.0,Nal Stop
19/06/2017,10,36,44.0,154.0,,45.0,Nal Stop
22/06/2017,11,19,38.0,67.0,,38.0,Nal Stop
29/06/2017,12,27,31.0,59.0,,34.0,Nal Stop
2017-10-07 00:00:00,19,48,69.0,149.0,,69.0,Nal Stop
13/07/2017,10,50,60.0,117.0,,63.0,Nal Stop
17/07/2017,10,33,67.0,97.0,,67.0,Nal Stop
20/07/2017,13,40,32.0,51.0,,50.0,Nal Stop
31/07/2017,11,58,71.0,139.0,,73.0,Nal Stop
2017-03-08 00:00:00,16,57,31.0,75.0,,71.0,Nal Stop
2017-07-08 00:00:00,14,80,61.0,141.0,,100.0,Nal Stop
2017-10-08 00:00:00,21,55,31.0,191.0,,69.0,Nal Stop
14/08/2017,21,40,44.0,246.0,,50.0,Nal Stop
17/08/2017,20,50,70.0,220.0,,70.0,Nal Stop
21/08/2017,20,77,49.0,133.0,,96.0,Nal Stop
24/08/2017,14,51,47.0,138.0,,64.0,Nal Stop
28/08/2017,16,63,24.0,44.0,,79.0,Nal Stop
2017-04-09 00:00:00,15,45,66.0,231.0,,66.0,Nal Stop
2017-07-09 00:00:00,21,43,120.0,150.0,,113.0,Nal Stop
2017-11-09 00:00:00,30,38,50.0,83.0,,50.0,Nal Stop
14/09/2017,34,61,35.0,77.0,,76.0,Nal Stop
18/09/2017,20,29,100.0,159.0,,100.0,Nal Stop
21/09/2017,14,38,35.0,52.0,,48.0,Nal Stop
25/09/2017,14,68,52.0,106.0,,85.0,Nal Stop
2017-05-10 00:00:00,15,72,118.0,221.0,,112.0,Nal Stop
2017-09-10 00:00:00,10,51,52.0,95.0,,64.0,Nal Stop
2017-12-10 00:00:00,12,78,62.0,150.0,,98.0,Nal Stop
16/10/2017,13,67,69.0,109.0,,84.0,Nal Stop
18/10/2017,11,58,112.0,257.0,,108.0,Nal Stop
19/10/2017,20,49,207.0,326.0,,171.0,Nal Stop
20/10/2017,11,63,124.0,272.0,,116.0,Nal Stop
21/10/2017,17,55,113.0,164.0,,109.0,Nal Stop
23/10/2017,11,41,91.0,124.0,,91.0,Nal Stop
26/10/2017,22,55,102.0,265.0,,101.0,Nal Stop
30/10/2017,23,62,126.0,214.0,,117.0,Nal Stop
2017-09-11 00:00:00,17,24,105.0,221.0,,103.0,Nal Stop
13/11/2017,19,44,111.0,203.0,,107.0,Nal Stop
16/11/2017,21,109,110.0,169.0,,129.0,Nal Stop
20/11/2017,11,97,130.0,200.0,,120.0,Nal Stop
23/11/2017,22,96,101.0,196.0,,116.0,Nal Stop
27/11/2017,25,71,131.0,171.0,,121.0,Nal Stop
30/11/2017,30,65,163.0,257.0,,142.0,Nal Stop
2017-04-12 00:00:00,23,56,128.0,178.0,,119.0,Nal Stop
2017-07-12 00:00:00,23,97,63.0,178.0,,117.0,Nal Stop
2017-11-12 00:00:00,10,76,116.0,214.0,,111.0,Nal Stop
21/12/2017,20,76,316.0,430.0,,266.0,Nal Stop
25/12/2017,28,67,163.0,267.0,,142.0,Nal Stop
2015-03-01 00:00:00,18,115,116.0,250.0,,135.0,Swargate
2015-07-01 00:00:00,28,118,105.0,241.0,,138.0,Swargate
2015-10-01 00:00:00,31,116,151.0,247.0,,136.0,Swargate
14/01/2015,23,105,153.0,345.0,,135.0,Swargate
18/01/2015,21,73,161.0,300.0,,141.0,Swargate
21/01/2015,24,104,100.0,279.0,,124.0,Swargate
24/01/2015,20,101,121.0,386.0,,121.0,Swargate
28/01/2015,14,167,106.0,313.0,,187.0,Swargate
31/01/2015,17,124,149.0,349.0,,144.0,Swargate
2015-04-02 00:00:00,22,85,139.0,95.0,,126.0,Swargate
2015-07-02 00:00:00,47,76,141.0,346.0,,127.0,Swargate
2015-11-02 00:00:00,44,84,90.0,346.0,,104.0,Swargate
14/02/2015,20,62,174.0,408.0,,149.0,Swargate
18/02/2015,21,73,104.0,299.0,,103.0,Swargate
25/02/2015,29,42,108.0,331.0,,105.0,Swargate
28/02/2015,20,48,77.0,317.0,,77.0,Swargate
2015-01-03 00:00:00,20,53,95.0,369.0,,95.0,Swargate
2015-04-03 00:00:00,23,45,118.0,306.0,,112.0,Swargate
2015-06-03 00:00:00,22,57,125.0,264.0,,117.0,Swargate
14/03/2015,24,74,71.0,192.0,,93.0,Swargate
18/03/2015,24,41,101.0,275.0,,101.0,Swargate
25/03/2015,22,75,118.0,337.0,,112.0,Swargate
2015-01-04 00:00:00,9,58,101.0,290.0,,101.0,Swargate
2015-04-04 00:00:00,11,62,66.0,257.0,,78.0,Swargate
2015-08-04 00:00:00,6,42,97.0,287.0,,97.0,Swargate
2015-11-04 00:00:00,12,60,75.0,316.0,,75.0,Swargate
15/04/2015,14,50,100.0,375.0,,100.0,Swargate
18/04/2015,23,55,84.0,308.0,,84.0,Swargate
22/04/2015,10,70,74.0,186.0,,88.0,Swargate
24/04/2015,15,92,95.0,392.0,,112.0,Swargate
29/04/2015,15,53,208.0,272.0,,172.0,Swargate
2015-02-05 00:00:00,15,63,77.0,275.0,,79.0,Swargate
2015-06-05 00:00:00,29,45,77.0,321.0,,77.0,Swargate
2015-09-05 00:00:00,30,41,93.0,426.0,,93.0,Swargate
13/05/2015,16,127,77.0,276.0,,147.0,Swargate
16/05/2015,12,30,62.0,185.0,,62.0,Swargate
20/05/2015,16,49,242.0,426.0,,195.0,Swargate
23/05/2015,17,26,139.0,293.0,,126.0,Swargate
27/05/2015,19,35,72.0,184.0,,72.0,Swargate
30/05/2015,17,62,64.0,162.0,,78.0,Swargate
2015-03-06 00:00:00,14,35,62.0,251.0,,62.0,Swargate
2015-06-06 00:00:00,15,52,91.0,272.0,,91.0,Swargate
2015-10-06 00:00:00,13,29,27.0,119.0,,36.0,Swargate
13/06/2015,16,24,39.0,173.0,,39.0,Swargate
17/06/2015,17,23,84.0,133.0,,84.0,Swargate
20/06/2015,15,24,37.0,72.0,,37.0,Swargate
24/06/2015,22,40,20.0,49.0,,50.0,Swargate
2015-04-07 00:00:00,10,31,28.0,131.0,,39.0,Swargate
2015-08-07 00:00:00,16,61,25.0,98.0,,76.0,Swargate
2015-11-07 00:00:00,11,35,131.0,267.0,,121.0,Swargate
15/07/2015,10,29,61.0,220.0,,61.0,Swargate
22/07/2015,10,33,54.0,72.0,,54.0,Swargate
25/07/2015,14,33,27.0,38.0,,41.0,Swargate
29/07/2015,14,15,36.0,102.0,,36.0,Swargate
2015-10-08 00:00:00,16,13,30.0,55.0,,30.0,Swargate
2015-12-08 00:00:00,11,36,42.0,87.0,,45.0,Swargate
15/08/2015,19,29,33.0,55.0,,36.0,Swargate
26/08/2015,31,29,40.0,73.0,,40.0,Swargate
29/08/2015,28,30,34.0,88.0,,38.0,Swargate
2015-02-09 00:00:00,20,39,50.0,126.0,,50.0,Swargate
2015-05-09 00:00:00,20,48,68.0,190.0,,68.0,Swargate
2015-10-09 00:00:00,18,48,205.0,237.0,,170.0,Swargate
2015-12-09 00:00:00,30,51,45.0,147.0,,64.0,Swargate
16/09/2015,22,47,33.0,66.0,,59.0,Swargate
19/09/2015,17,28,18.0,44.0,,35.0,Swargate
23/09/2015,18,64,38.0,65.0,,80.0,Swargate
26/09/2015,16,51,68.0,78.0,,68.0,Swargate
2015-03-10 00:00:00,27,43,35.0,61.0,,54.0,Swargate
2015-07-10 00:00:00,20,80,123.0,271.0,,115.0,Swargate
2015-10-10 00:00:00,21,41,62.0,163.0,,62.0,Swargate
14/10/2015,23,86,150.0,441.0,,133.0,Swargate
17/10/2015,18,71,160.0,536.0,,140.0,Swargate
21/10/2015,23,76,95.0,231.0,,95.0,Swargate
24/10/2015,21,59,67.0,205.0,,74.0,Swargate
28/10/2015,26,78,115.0,243.0,,110.0,Swargate
31/10/2015,21,86,236.0,347.0,,191.0,Swargate
2015-05-11 00:00:00,31,83,125.0,248.0,,117.0,Swargate
2015-07-11 00:00:00,21,99,122.0,300.0,,119.0,Swargate
2015-10-11 00:00:00,22,104,164.0,373.0,,143.0,Swargate
2015-11-11 00:00:00,55,86,216.0,434.0,,177.0,Swargate
2015-12-11 00:00:00,27,100,174.0,220.0,,149.0,Swargate
25/11/2015,24,142,149.0,425.0,,162.0,Swargate
28/11/2015,39,73,286.0,752.0,,236.0,Swargate
2015-05-12 00:00:00,32,122,151.0,418.0,,142.0,Swargate
2015-09-12 00:00:00,25,137,137.0,391.0,,157.0,Swargate
2015-12-12 00:00:00,20,90,69.0,189.0,,110.0,Swargate
17/12/2015,39,121,130.0,244.0,,141.0,Swargate
19/12/2015,34,105,117.0,225.0,,125.0,Swargate
20/12/2015,21,73,105.0,278.0,,103.0,Swargate
23/12/2015,45,100,96.0,200.0,,120.0,Swargate
26/12/2015,26,106,177.0,429.0,,151.0,Swargate
30/12/2015,35,133,168.0,331.0,,153.0,Swargate
2016-02-01 00:00:00,24,128,108.0,275.0,,148.0,Swargate
2016-06-01 00:00:00,27,125,175.0,365.0,,150.0,Swargate
2016-09-01 00:00:00,26,93,134.0,346.0,,123.0,Swargate
13/01/2016,17,83,122.0,288.0,,115.0,Swargate
16/01/2016,30,54,58.0,189.0,,68.0,Swargate
20/01/2016,20,112,150.0,483.0,,133.0,Swargate
23/01/2016,23,128,184.0,550.0,,156.0,Swargate
27/01/2016,17,119,115.0,277.0,,139.0,Swargate
30/01/2016,22,129,152.0,372.0,,149.0,Swargate
2016-03-02 00:00:00,34,82,115.0,355.0,,110.0,Swargate
2016-06-02 00:00:00,38,57,79.0,279.0,,79.0,Swargate
2016-10-02 00:00:00,24,82,104.0,316.0,,103.0,Swargate
13/02/2016,25,79,97.0,353.0,,99.0,Swargate
17/02/2016,23,82,92.0,453.0,,102.0,Swargate
21/02/2016,23,89,96.0,337.0,,109.0,Swargate
24/02/2016,20,56,96.0,403.0,,96.0,Swargate
26/02/2016,22,94,146.0,377.0,,131.0,Swargate
2016-02-03 00:00:00,19,77,190.0,539.0,,160.0,Swargate
2016-05-03 00:00:00,44,98,112.0,393.0,,118.0,Swargate
2016-09-03 00:00:00,25,119,128.0,470.0,,139.0,Swargate
2016-12-03 00:00:00,22,66,115.0,432.0,,110.0,Swargate
16/03/2016,16,46,86.0,222.0,,86.0,Swargate
19/03/2016,17,76,118.0,377.0,,112.0,Swargate
23/03/2016,21,89,151.0,444.0,,134.0,Swargate
30/03/2016,28,51,112.0,308.0,,108.0,Swargate
2016-02-04 00:00:00,19,48,76.0,230.0,,76.0,Swargate
2016-06-04 00:00:00,17,74,105.0,279.0,,103.0,Swargate
2016-09-04 00:00:00,28,70,110.0,191.0,,107.0,Swargate
13/04/2016,23,36,82.0,299.0,,82.0,Swargate
16/04/2016,27,63,61.0,313.0,,79.0,Swargate
20/04/2016,26,57,70.0,245.0,,71.0,Swargate
23/04/2016,22,31,64.0,209.0,,64.0,Swargate
27/04/2016,15,87,85.0,309.0,,107.0,Swargate
